Stress MPA,True Plastic Strain
1.6967371160500001e-13,-2.1266035047947822e-18
14.171348608899999,-2.1412992906588713e-18
28.3549705705,-1.6573027732152057e-07
42.5508736123,-4.972716114902626e-07
54.0687820004,3.693650973462289e-05
58.6202012602,0.00017287576309346208
61.1987676519,0.00033700004850563414
63.1402232346,0.0005104667729822466
64.7242251301,0.0006891220714190534
66.0602522912,0.000871364009745537
67.222886221,0.001056056480313955
68.26766781479999,0.001242367728314521
69.232544718,0.0014297515379118816
70.14151479739999,0.0016178627591896576
71.0105980893,0.0018064739082279007
71.8499638869,0.0019954420860877385
72.6661532984,0.00218467656878509
73.4639208917,0.002374112362778093
74.24673726540001,0.002563702148919277
75.0170609019,0.0027534133290878756
75.7766686826,0.0029432228596513827
77.6368115113,0.0034180761405311517
79.45171050399999,0.003893266578796894
81.2302980236,0.004368685770071364
82.978087086,0.004844270301483451
84.69857167229999,0.005319974289951391
86.39436414839999,0.005795761301497347
88.0676159829,0.0062716036587444676
89.7198766069,0.006747482026785958
91.3524320367,0.007223378582531374
92.9664121392,0.007699279579916971
94.5627869604,0.008175172825272416
96.1424138706,0.008651046592056951
97.7060605786,0.009126891146671203
99.25443626010001,0.009602697701049722
100.788193292,0.010078458073504168
102.307917221,0.010554164251691738
103.81413454099999,0.011029808981707221
105.30732742000001,0.011505385501903553
106.78795178,0.011980887293787615
108.256429455,0.01245630841500784
109.713160762,0.012931643669095728
111.15852720900001,0.013406888337625173
112.592879962,0.013882037961561166
114.016555661,0.014357087890030155
115.429860079,0.014832033923629778
116.833088152,0.015306872518283084
137.477357834,0.022650940975149858
156.46625898899998,0.0299596289358315
174.20178283,0.03722794324880257
190.925336225,0.04445347223147107
206.795916803,0.05163497407009023
221.92577491,0.05877150842044487
236.396284632,0.06586297736436791
250.26677465,0.07290952798852127
263.58534076899997,0.07991117064278841
276.392814338,0.08686821066882824
288.721312813,0.09378087236847692
300.59489454400006,0.10064943506888256
312.04000290100004,0.10747435245947268
323.075882684,0.11425607074066874
333.719252444,0.12099489276670486
343.99043658700003,0.1276913009648732
353.90457982099997,0.13434597585815092
363.476992205,0.14095900197709038
372.72385009600004,0.1475308837335079
381.657146135,0.1540622117647761
387.261375454,0.15825484764933115
392.743786094,0.16243089268989253
398.107289448,0.16659033654754965
403.354269585,0.17073334557960135
408.488771596,0.17486020560794618
413.514421685,0.17897080636659826
