6	header
postResults v2.0.2	--cr texture,f,p --time 512grains512_tensionX.spectralOut
addCauchy v2.0.2	512grains512_tensionX.txt
addStrainTensors v2.0.2	--left --logarithmic 512grains512_tensionX.txt
addMises v2.0.2	-s Cauchy 512grains512_tensionX.txt
addMises v2.0.2	-e ln(V) 512grains512_tensionX.txt
inc	time	elem	node	ip	grain	1_pos	2_pos	3_pos	texture	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(Cauchy)	Mises(ln(V))
1030	515.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0515	-3.05778893959e-19	1.00966327313e-18	2.43945488809e-19	0.972535144945	1.34170018845e-18	7.79270311474e-20	-5.96311194867e-19	0.978758310089	435.806099482	9.81902553221	2.10943054996	9.08164281537	-8.55931208465e-07	-6.03108764081	1.96350226303	-6.06968002766	-1.40316379038e-06	457.838739546	9.54077490891	2.06276925534	9.54077491008	-8.31675910277e-07	-5.89767800696	2.06276920463	-5.89767800512	-1.37212534778e-06	0.0502177161606	0.0	0.0	0.0	-0.0278490653816	0.0	0.0	0.0	-0.0214705412008	458.264666393	0.050054002381
1040	520.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.052	4.15046144155e-19	1.52465930506e-19	3.4558944248e-19	0.972276660964	3.4558944248e-19	2.4987471944e-19	2.71050543121e-20	0.978556796773	437.383873771	9.83656628326	2.12025986323	9.09112530402	-1.05333840994e-06	-6.053956288	1.97223826184	-6.09306003857	-1.43029690269e-06	459.713087784	9.55524319982	2.07292453339	9.55524319841	-1.02321322185e-06	-5.91880020515	2.0729244848	-5.91880020152	-1.39836516789e-06	0.0506931143155	0.0	0.0	0.0	-0.0281148843999	0.0	0.0	0.0	-0.0216764490957	460.139130966	0.050529436567
1050	525.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0525	1.10114283143e-19	6.16639985601e-19	6.33580644546e-19	0.972018390123	5.48877349821e-19	-2.89685267961e-19	4.06575814682e-19	0.978355390524	438.954768143	9.85345976678	2.13101324009	9.09999437513	-1.40022903439e-06	-6.07666638266	1.9808914745	-6.11628273997	-1.62683561905e-06	461.581768782	9.56907593472	2.08300140009	9.56907591492	-1.35981657947e-06	-5.93975877055	2.0830013863	-5.93975876111	-1.59018292729e-06	0.0511682865744	0.0	0.0	0.0	-0.028380554821	0.0	0.0	0.0	-0.0218822899618	462.007890801	0.051004645422
1060	530.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.053	-6.60685698858e-20	4.64174055095e-19	-4.4723339615e-19	0.971760329093	-1.62630325873e-19	-3.40507244796e-19	-2.03287907341e-19	0.978154094408	440.518838385	9.86974107913	2.14169764922	9.10828378767	-1.61147307143e-06	-6.09922076045	1.98946843571	-6.13935101365	-9.6266088484e-07	463.444830986	9.58230767324	2.09300672249	9.58230766255	-1.56454264137e-06	-5.96055659782	2.09300666078	-5.96055659973	-9.40775045527e-07	0.0516432331518	0.0	0.0	0.0	-0.0286460799335	0.0	0.0	0.0	-0.0220880606143	463.870996211	0.0514796293985
1070	535.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0535	8.04681299892e-20	1.57886941368e-18	-4.74338450462e-20	0.971502474668	4.33680868994e-19	-6.40356908124e-19	-5.42101086243e-19	0.977952911346	442.076137125	9.88543813944	2.15231858378	9.1160205053	-3.51118788133e-06	-6.12162608189	1.99797455062	-6.16227154403	-3.71352725514e-06	465.302319642	9.59496597234	2.10294592006	9.59496595905	-3.40801568617e-06	-5.98120031581	2.10294588402	-5.98120032145	-3.62834157037e-06	0.0521179542621	0.0	0.0	0.0	-0.0289114629028	0.0	0.0	0.0	-0.0222937580144	465.728497593	0.0519543889452
1080	540.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.054	-4.71797351621e-19	6.23416249179e-19	-5.62429876977e-19	0.971244823766	-6.50521303491e-19	1.93123511974e-19	2.30392961653e-19	0.97775184418	443.626718942	9.90057754125	2.16288436457	9.1232302398	-1.80177844677e-06	-6.1438909171	2.00641756776	-6.18505295972	-9.06749147267e-07	467.154282129	9.60707707337	2.11282716977	9.6070770569	-1.74836511659e-06	-6.00169841273	2.11282711004	-6.00169840995	-8.85763596935e-07	0.0525924501192	0.0	0.0	0.0	-0.0291767067703	0.0	0.0	0.0	-0.0224993792015	467.58043757	0.0524289244864
1090	545.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0545	-4.15046144155e-19	1.18584612616e-19	-5.55653613399e-19	0.970987373399	-9.48676900925e-20	-2.08370105025e-19	-1.89735380185e-19	0.977550895595	445.170633668	9.91518009332	2.17340313411	9.12993331136	-2.42333250811e-06	-6.16602652704	2.01480523938	-6.20770664293	-1.43115945617e-06	469.000760965	9.61866157872	2.12265846756	9.61866157996	-2.35086151425e-06	-6.02206199735	2.1226584123	-6.02206201162	-1.39774471215e-06	0.0530667209367	0.0	0.0	0.0	-0.0294418144839	0.0	0.0	0.0	-0.0227049213732	469.426867813	0.0529032364571
1100	550.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.055	4.62479989201e-19	-1.00288700955e-18	2.50721752387e-19	0.970730120692	9.89334482393e-19	-5.10760867194e-19	-1.89735380185e-19	0.977350068207	446.707932865	9.92926744378	2.18388344325	9.13615069804	-2.50582844086e-06	-6.18805027294	2.02314556789	-6.2302500401	-1.74781746787e-06	470.841800566	9.62974088298	2.13244820124	9.62974088533	-2.43023754968e-06	-6.04230812525	2.13244814321	-6.04230814227	-1.70665253541e-06	0.053540766928	0.0	0.0	0.0	-0.0297067888783	0.0	0.0	0.0	-0.0229103817954	471.267831816	0.0533773252693
1110	555.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0555	-1.71100655345e-19	-1.50094238253e-18	-6.77626357803e-21	0.97047306284	-1.40946282423e-18	3.04931861012e-20	-5.55653613399e-19	0.977149364542	448.238664331	9.94285906676	2.19433903877	9.141901369	-2.70525485613e-06	-6.20998027162	2.03145138391	-6.25270141442	-2.00954653468e-06	472.677441493	9.64033425039	2.14220982406	9.64033425347	-2.6229438505e-06	-6.06245457517	2.14220976251	-6.0624545916	-1.9618072925e-06	0.0540145883062	0.0	0.0	0.0	-0.0299716327191	0.0	0.0	0.0	-0.023115757824	473.103372691	0.0538511913349
1120	560.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.056	5.48030316874e-19	-3.21872519957e-19	6.97955148538e-19	0.970216197084	-2.84603070277e-19	-4.16740210049e-19	-2.16840434497e-19	0.976948787083	449.762876499	9.95597685014	2.20478804632	9.14720643888	-2.74659172794e-06	-6.23183894129	2.03973953615	-6.2750833629	-2.2504082568e-06	474.507725067	9.65046326427	2.15196105196	9.65046326592	-2.66230857819e-06	-6.08252330927	2.15196099456	-6.082523331	-2.19648819655e-06	0.0544881852841	0.0	0.0	0.0	-0.0302363487278	0.0	0.0	0.0	-0.0233210468568	474.933534146	0.0543248350611
1130	565.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0565	1.43995601033e-19	7.9282283863e-19	3.65918233214e-19	0.969959520709	0.0	4.02340649946e-19	-3.52365706058e-19	0.976748338267	451.280613767	9.96864343776	2.21525463645	9.15208764916	-1.64370178879e-06	-6.25365108372	2.04803239817	-6.29742085165	-1.76013246872e-06	476.332688448	9.66015021742	2.16172548495	9.66015020776	-1.59283520285e-06	-6.10253859724	2.16172542868	-6.10253860408	-1.71760083555e-06	0.054961558074	0.0	0.0	0.0	-0.0305009395833	0.0	0.0	0.0	-0.0235262463363	476.758355218	0.0547982568516
1140	570.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.057	4.91279109407e-20	8.01293168103e-19	-3.18484388168e-19	0.96970303098	-9.48676900925e-20	-1.3891340335e-19	2.71050543121e-20	0.976548020532	452.79191642	9.98088204062	2.22577183675	9.15656722513	-1.61830804757e-06	-6.27544470137	2.0563604757	-6.31974213468	-1.69619797352e-06	478.152364551	9.66941792791	2.17153534469	9.66941791824	-1.56780701189e-06	-6.12252781156	2.17153528623	-6.12252781349	-1.65486587182e-06	0.0554347068881	0.0	0.0	0.0	-0.0307654079882	0.0	0.0	0.0	-0.0237313537025	478.577873426	0.0552714571181
1150	575.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0575	2.93920432697e-19	5.57347679293e-19	4.4723339615e-19	0.969446725131	5.28548559087e-19	6.60685698858e-20	-5.82758667711e-19	0.976347836358	454.296822565	9.99271472016	2.23638389745	9.16066624479	-1.88989560279e-06	-6.29725063143	2.06476455737	-6.34207828782	-2.06384405027e-06	479.966784062	9.67828807523	2.18143377305	9.67828806847	-1.83042892629e-06	-6.14252106735	2.18143371299	-6.14252106501	-2.01313339749e-06	0.0559076319383	0.0	0.0	0.0	-0.0310297566798	0.0	0.0	0.0	-0.0239363663497	480.392122211	0.0557444362719
1160	580.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.058	-3.80317793317e-19	3.55753837847e-19	4.87890977618e-19	0.969190600275	5.42101086243e-20	5.14148998983e-19	-2.71050543121e-20	0.976147788337	455.795365548	10.0041629314	2.24714811961	9.16440516343	-1.44730483542e-06	-6.31910370754	2.07329736064	-6.36446443747	-1.85720694751e-06	481.775972716	9.68678172707	2.19147660383	9.68678171326	-1.4013892146e-06	-6.16255235308	2.19147654442	-6.16255235328	-1.81119595029e-06	0.0563803334361	0.0	0.0	0.0	-0.0312939885237	0.0	0.0	0.0	-0.0241412815558	482.201129735	0.0562171947381
1170	585.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0585	4.06575814682e-20	4.40457132572e-19	-6.09863722023e-20	0.968934653362	3.1170812459e-19	2.45639554704e-19	1.21972744405e-19	0.975947879202	457.287570072	10.0152386787	2.25814113135	9.167795761	-1.58474742551e-06	-6.34104179172	2.08202927194	-6.38693875327	-1.9323573035e-06	483.579947186	9.69491077849	2.20173846913	9.69491077403	-1.53406078374e-06	-6.18265858292	2.20173840546	-6.1826585813	-1.88409189849e-06	0.0568528115928	0.0	0.0	0.0	-0.0315581065563	0.0	0.0	0.0	-0.024346096452	484.004916934	0.056689732963
1180	590.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.059	-1.22819777352e-19	5.65818008766e-19	1.21972744405e-19	0.968678881136	4.06575814682e-19	-1.15196480827e-19	2.98155597434e-19	0.975748111897	458.773456009	10.0259402208	2.26945935211	9.17083716154	-1.46170033444e-06	-6.36310913725	2.09104873968	-6.40954587308	-1.93375304164e-06	485.378719082	9.70267380706	2.21231323253	9.70267380571	-1.41457072718e-06	-6.2028828722	2.21231317006	-6.20288287066	-1.88506017457e-06	0.0573250666193	0.0	0.0	0.0	-0.0318221140304	0.0	0.0	0.0	-0.0245508079507	485.803497757	0.0571620514104
1190	595.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0595	6.77626357803e-20	4.09963946471e-19	-8.13151629364e-20	0.968423280068	-1.89735380185e-19	2.37169225231e-19	-5.82758667711e-19	0.975548489614	460.253032646	10.0362447699	2.28122022996	9.17350927003	-1.25849684285e-06	-6.38535594853	2.10046331633	-6.43233643646	-2.29967584137e-06	487.17228886	9.71004902663	2.22331517518	9.71004901861	-1.2175934649e-06	-6.22327410254	2.22331510908	-6.2232741016	-2.24130232099e-06	0.0577970987262	0.0	0.0	0.0	-0.0320860144839	0.0	0.0	0.0	-0.0247554127079	487.596875181	0.0576341505761
1200	600.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.06	-8.47032947254e-21	-3.38813178902e-20	-6.09863722023e-20	0.968167846394	-1.51788304148e-18	-2.47333620598e-19	7.5894152074e-19	0.975349015778	461.726302766	10.0461045411	2.29355639622	9.17576923896	-1.6804957923e-06	-6.40783874862	2.11039426562	-6.45536745817	-2.32453682647e-06	488.960650111	9.71699049359	2.23487327876	9.71699048868	-1.62544213744e-06	-6.24388727372	2.23487322669	-6.24388726665	-2.26506104125e-06	0.058268908124	0.0	0.0	0.0	-0.0323498117016	0.0	0.0	0.0	-0.0249599071379	489.385044042	0.0581060309782
1210	605.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0605	3.08319992801e-19	-4.03187682893e-19	-1.15196480827e-19	0.967912576307	4.06575814682e-19	1.15196480827e-19	4.87890977618e-19	0.975149693844	463.193267357	10.0554532958	2.30660202364	9.17755747092	-3.51117064212e-06	-6.4306155331	2.12096389356	-6.47869747823	-4.85765691094e-06	490.743794539	9.72343446845	2.24711791987	9.7234344609	-3.39523606166e-06	-6.26477877507	2.24711787186	-6.264778774	-4.7323845992e-06	0.0587404950226	0.0	0.0	0.0	-0.0326135095165	0.0	0.0	0.0	-0.0251642876215	491.167998119	0.0585776931429
1220	610.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.061	1.77876918923e-19	-5.35324822665e-19	-3.59141969636e-19	0.96765746628	-8.67361737988e-19	-4.23516473627e-20	2.71050543121e-19	0.974950527025	464.653931639	10.0642319597	2.32046202077	9.17882112762	-2.13935939897e-06	-6.45373662249	2.13226732469	-6.50237729573	-3.49008128436e-06	492.521718312	9.7293242079	2.26015086296	9.72932422611	-2.06816787144e-06	-6.28599747209	2.2601508244	-6.28599748948	-3.39937053744e-06	0.0592118596318	0.0	0.0	0.0	-0.0328771114765	0.0	0.0	0.0	-0.0253685507845	492.945728341	0.0590491375601
1230	615.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0615	1.40607469244e-19	-8.50421079043e-19	-2.16840434497e-19	0.967402513533	5.96311194867e-19	3.89635155737e-19	2.84603070277e-19	0.974751517764	466.108311045	10.0724074818	2.33519225147	9.17953116326	-1.52783982021e-06	-6.47723921496	2.14435435531	-6.52644443517	-2.64212990664e-06	494.294428451	9.73462818724	2.27402602672	9.7346282018	-1.47660354353e-06	-6.30757940671	2.27402598353	-6.30757940203	-2.57292399368e-06	0.0596830021612	0.0	0.0	0.0	-0.0331406203612	0.0	0.0	0.0	-0.0255726940404	494.718246292	0.0595203646602
1240	620.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.062	5.70053173502e-19	-2.08708918203e-18	-4.54009659728e-19	0.967147716322	-8.13151629364e-19	3.03237795117e-19	3.25260651746e-19	0.974552667488	467.556428879	10.0800012012	2.3507928379	9.17970821974	-1.39027415536e-06	-6.5011394065	2.15722352271	-6.55091526946	-2.15325880387e-06	496.061940344	9.73936747746	2.28874301278	9.73936746457	-1.34329258729e-06	-6.32954003937	2.28874296306	-6.32954003174	-2.09642294405e-06	0.0601539228197	0.0	0.0	0.0	-0.0334040378817	0.0	0.0	0.0	-0.0257767158428	496.485569241	0.0599913747746
1250	625.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0625	2.50721752387e-19	-1.96172830584e-18	-1.42301535139e-19	0.96689307404	1.04354459102e-18	-1.99899775552e-19	5.96311194867e-19	0.974353976512	468.998325364	10.0870826454	2.36722554121	9.17941678117	-1.5376312964e-06	-6.52543951857	2.17083816704	-6.57579218531	-2.01765869629e-06	497.824287366	9.74360968558	2.30426408026	9.74360966849	-1.48527376242e-06	-6.35188140242	2.30426401343	-6.35188137934	-1.96399471836e-06	0.0606246218164	0.0	0.0	0.0	-0.0336673645755	0.0	0.0	0.0	-0.0259806157857	498.247734252	0.0604621681252
1260	630.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.063	8.30092288309e-20	8.19927892942e-19	-3.1170812459e-19	0.966638586927	4.06575814682e-19	2.43098455862e-19	1.09775469964e-18	0.9741554443	470.434042066	10.0937458221	2.38443117509	9.17874336023	-1.46093952491e-06	-6.55013649558	2.18514257363	-6.60107222237	-2.15156121347e-06	499.581504397	9.74744599525	2.32053113187	9.7474459889	-1.41081709134e-06	-6.37460028824	2.32053107692	-6.3746002854	-2.09390182034e-06	0.0610950993598	0.0	0.0	0.0	-0.0339306001041	0.0	0.0	0.0	-0.0261843943362	500.004780554	0.060932744859
1270	635.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0635	2.65121312491e-19	2.84603070277e-19	5.28548559087e-19	0.966384255711	5.96311194867e-19	5.84452733605e-20	-6.9117888496e-19	0.973957069828	471.863623595	10.1000861139	2.4023528292	9.17777545417	-1.54792367524e-06	-6.57523231522	2.20008318703	-6.62675737164	-2.0538545546e-06	501.333629632	9.75096882504	2.3374883322	9.75096881876	-1.4944184961e-06	-6.39769838614	2.33748827944	-6.39769837735	-1.99839965181e-06	0.0615653556582	0.0	0.0	0.0	-0.0341937436241	0.0	0.0	0.0	-0.0263880524629	501.756751144	0.0614031050789
1280	640.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.064	1.55854062295e-19	-1.93123511974e-19	-4.74338450462e-19	0.966130081241	-5.01443504775e-19	-2.87144169119e-19	1.35525271561e-20	0.973758851951	473.287115103	10.1061869303	2.42094065075	9.17658946773	-1.51026491324e-06	-6.600736829	2.21561309539	-6.65285765494	-2.08759547965e-06	503.080701927	9.75425894008	2.35508675763	9.75425893374	-1.45767292189e-06	-6.421185043	2.35508670246	-6.42118503302	-2.03080916828e-06	0.0620353909195	0.0	0.0	0.0	-0.0344567941656	0.0	0.0	0.0	-0.0265915912598	503.503689421	0.0618732488766
1290	645.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0645	-7.44541960637e-19	7.82658443263e-19	2.43945488809e-19	0.965876064248	-5.14996031931e-19	-1.04947382165e-18	3.93023287526e-19	0.973560789638	474.704558212	10.1121190059	2.44016138466	9.17525006653	-1.46031148296e-06	-6.62666627243	2.23170069451	-6.6793895	-2.05683171423e-06	504.822756478	9.75738478798	2.37329366849	9.75738477718	-1.40908359971e-06	-6.44507580786	2.37329361336	-6.44507580085	-2.0004683769e-06	0.0625052053514	0.0	0.0	0.0	-0.0347197508804	0.0	0.0	0.0	-0.0267950117045	505.245634743	0.0623431763557
1300	650.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.065	5.84452733605e-20	1.0808140407e-18	-4.8111471404e-19	0.965622205173	2.344587198e-18	5.81064601816e-19	-1.34170018845e-18	0.973362882149	476.115993721	10.1179420208	2.45999686363	9.17381171359	-1.49474354838e-06	-6.65304533498	2.24832824513	-6.7063778569	-2.05669076814e-06	506.559827687	9.76040407667	2.39209102443	9.76040406572	-1.4419237621e-06	-6.46939443956	2.39209096829	-6.46939443215	-1.99991780445e-06	0.0629747991614	0.0	0.0	0.0	-0.0349826132194	0.0	0.0	0.0	-0.0269983144765	506.982625663	0.0628128876452
1310	655.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0655	2.38863291126e-19	1.99222149194e-18	1.35525271561e-20	0.965368504087	1.08420217249e-19	3.64224167319e-19	4.33680868994e-19	0.97316512911	477.521459624	10.1237095941	2.48044127512	9.17232319772	-1.56137686946e-06	-6.67990643783	2.26548934876	-6.73385549421	-2.35751933497e-06	508.291947054	9.76336860369	2.41147281241	9.76336858422	-1.50580158035e-06	-6.49417219665	2.41147275982	-6.49417219082	-2.29196870656e-06	0.0634441725565	0.0	0.0	0.0	-0.0352453810166	0.0	0.0	0.0	-0.0272014998799	508.71469793	0.0632823829086
1320	660.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.066	2.76132740805e-19	-3.52365706058e-19	1.35525271561e-19	0.965114960606	6.50521303491e-19	1.02067470144e-18	-3.93023287526e-19	0.972967530606	478.920992113	10.1294725284	2.50149751581	9.17083064266	-1.80458082544e-06	-6.70728947197	2.28318556232	-6.76186272125	-2.31004605933e-06	510.019144237	9.76632739133	2.43144149112	9.76632737621	-1.73988597096e-06	-6.51944757572	2.43144143983	-6.51944757496	-2.24535175412e-06	0.0639133257437	0.0	0.0	0.0	-0.0355080545769	0.0	0.0	0.0	-0.0274045677476	510.441885316	0.0637516623493
1330	665.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0665	-2.32087027548e-19	1.27732568446e-18	4.60785923306e-19	0.964861573927	-9.21571846613e-19	-6.35274710441e-19	8.40256683676e-19	0.972770087142	480.314625054	10.1352829477	2.52317493512	9.16938117665	-1.54833677735e-06	-6.7352409874	2.30142434164	-6.79044656558	-2.86147224715e-06	511.741446486	9.76933067915	2.4520057893	9.76933064696	-1.49243134687e-06	-6.54526551589	2.45200574819	-6.54526551459	-2.78076102385e-06	0.0643822589293	0.0	0.0	0.0	-0.0357706346404	0.0	0.0	0.0	-0.0276075174803	512.164219955	0.0642207262079
1340	670.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.067	1.74488787134e-19	-8.13151629364e-20	1.55854062295e-19	0.964608342867	-6.77626357803e-19	2.7443867491e-19	5.82758667711e-19	0.972572799603	481.702391415	10.1411917878	2.5454872348	9.16802080332	-1.94925041019e-06	-6.76381001822	2.32021706151	-6.81965659696	-2.10583458776e-06	513.458880164	9.77242750448	2.4731786585	9.7724274965	-1.87836979323e-06	-6.57167333565	2.47317861687	-6.57167333916	-2.04601503774e-06	0.0648509723196	0.0	0.0	0.0	-0.0360331223415	0.0	0.0	0.0	-0.0278103480877	513.881732659	0.0646895747597
1350	675.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0675	9.14795583035e-20	-2.16840434497e-19	-3.7947076037e-19	0.964355265983	-2.98155597434e-19	5.08219768353e-20	5.82758667711e-19	0.972375669125	483.084318401	10.1472550956	2.5684490026	9.16679988926	-1.94377369633e-06	-6.79305088453	2.3395759029	-6.84954770025	-2.16097031192e-06	515.171465558	9.7756717739	2.49497390133	9.77567176898	-1.87259445821e-06	-6.59872345144	2.4949738602	-6.59872344654	-2.09915187116e-06	0.0653194661206	0.0	0.0	0.0	-0.0362955190859	0.0	0.0	0.0	-0.0280130583207	515.594449528	0.065158208306
1360	680.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.068	4.74338450462e-19	1.78215732102e-18	2.03287907341e-19	0.964102341728	8.13151629364e-20	4.27751638363e-19	1.49077798717e-19	0.972178696953	484.460433192	10.1535307929	2.59207224201	9.16577042169	-1.8576135884e-06	-6.82302130396	2.35951063984	-6.88017825174	-2.30988401273e-06	516.879222982	9.77911914138	2.51740279991	9.77911913751	-1.78911405009e-06	-6.62647153735	2.51740274867	-6.62647154079	-2.24334352526e-06	0.065787740538	0.0	0.0	0.0	-0.0365578263883	0.0	0.0	0.0	-0.0282156468172	517.302396161	0.0656266271565
1370	685.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0685	-1.05879118407e-18	-2.03287907341e-20	-6.97955148538e-19	0.963849568622	-1.89735380185e-19	-3.81164826264e-20	1.02999206386e-18	0.97198188426	485.830761394	10.1600800749	2.61635859316	9.16498716895	-1.71403957383e-06	-6.85377677833	2.38002162713	-6.91160432098	-2.56514208702e-06	518.582171124	9.7828283543	2.54046656461	9.78282834697	-1.6503959437e-06	-6.65497107016	2.54046651796	-6.65497104614	-2.49073568226e-06	0.0662557957771	0.0	0.0	0.0	-0.0368200456958	0.0	0.0	0.0	-0.028418112288	519.005596672	0.0660948316162
1380	690.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.069	-1.35525271561e-20	-8.84302396933e-19	1.55854062295e-19	0.963596945505	1.20617491689e-18	3.549068049e-19	-6.77626357803e-19	0.971785231893	487.195326532	10.1669614831	2.64130048904	9.16450236369	-1.93843865925e-06	-6.88537391864	2.40110081384	-6.94388321303	-2.79097751776e-06	520.280326504	9.78685554646	2.56415746616	9.78685554306	-1.86596744518e-06	-6.68427655773	2.56415742796	-6.68427652159	-2.70946295953e-06	0.0667236320429	0.0	0.0	0.0	-0.037082178125	0.0	0.0	0.0	-0.0286204537784	520.704072887	0.0665628219631
1390	695.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0695	-2.55803950071e-19	4.91279109407e-19	-2.71050543121e-20	0.963344471701	1.19262238973e-18	3.43895376585e-19	-5.96311194867e-19	0.971588740211	488.554150405	10.1742354976	2.66688261451	9.16436982933	-2.40445543975e-06	-6.91786603416	2.42273312885	-6.9770688673	-2.36720606739e-06	521.973703843	9.79125866262	2.58846026053	9.79125867468	-2.31394733874e-06	-6.71443925565	2.58846022215	-6.71443923259	-2.29759600238e-06	0.0671912495403	0.0	0.0	0.0	-0.0373442242912	0.0	0.0	0.0	-0.0288226708354	522.397844188	0.0670305984332
1400	700.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.07	5.64123942871e-19	3.35425047113e-19	6.50521303491e-19	0.963092147149	-2.16840434497e-19	-1.11808349038e-19	5.69206140555e-19	0.971392408951	489.90725378	10.1819632189	2.69308216476	9.16464376901	-1.84499497125e-06	-6.95130380925	2.44489674852	-7.01121252367	-2.16707013845e-06	523.662316806	9.79609618927	2.61335244696	9.79609620341	-1.7750749849e-06	-6.74550782638	2.6133523964	-6.74550779733	-2.10291320598e-06	0.0676586484738	0.0	0.0	0.0	-0.037606184172	0.0	0.0	0.0	-0.029024763646	524.086928892	0.0674981612084
1410	705.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0705	1.91429446079e-19	-7.48777125373e-19	-8.80914265144e-20	0.962839972419	8.2670415652e-19	-2.79520872594e-20	3.7947076037e-19	0.971196237205	491.254655989	10.190210698	2.71987205347	9.1653827129	-2.05397856079e-06	-6.98573380876	2.4675660534	-7.04636134411	-2.30635360016e-06	525.346177565	9.80143131902	2.63880738789	9.80143132576	-1.97561467481e-06	-6.7775268917	2.63880734409	-6.77752686476	-2.23761368165e-06	0.0681258290476	0.0	0.0	0.0	-0.0378680570894	0.0	0.0	0.0	-0.0292267330615	525.771344967	0.0679655104178
1420	710.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.071	-5.37018888559e-19	5.04831636564e-19	6.23416249179e-19	0.962587948724	-8.94466792301e-19	3.43895376585e-19	-2.71050543121e-20	0.971000223421	492.596374081	10.1990498281	2.74721811373	9.1666502958	-2.27416451859e-06	-7.02119776024	2.49070901951	-7.08255758595	-2.18140792563e-06	527.025295888	9.80733280192	2.66479159789	9.80733281574	-2.18682020933e-06	-6.81053634042	2.66479155561	-6.81053632494	-2.11595776933e-06	0.0685927914656	0.0	0.0	0.0	-0.038129841697	0.0	0.0	0.0	-0.0294285805971	527.451106418	0.0684326461322
1430	715.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0715	8.13151629364e-20	1.03338019565e-18	-3.59141969636e-19	0.962336077837	-6.36968776335e-19	-5.38712954454e-19	-1.89735380185e-19	0.970804365471	493.932422676	10.2085605158	2.77507707757	9.16851711639	-2.20221798197e-06	-7.05773139548	2.51428549028	-7.11983742189	-2.06473176756e-06	528.699678981	9.8138770247	2.69126279141	9.81387702777	-2.1170758035e-06	-6.8445702103	2.69126275286	-6.84457018069	-2.00237169093e-06	0.0690595359315	0.0	0.0	0.0	-0.0383915360652	0.0	0.0	0.0	-0.0296303083629	529.126225384	0.0688995683762
1440	720.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.072	-5.42101086243e-20	8.57197342621e-19	8.80914265144e-20	0.962084362024	1.07064964533e-18	-7.96210970419e-20	-5.96311194867e-19	0.970608660733	495.262815356	10.2188344122	2.80339056829	9.17106416996	-2.56368029972e-06	-7.09536218169	2.53824173231	-7.1582287547	-2.24028179757e-06	530.369332968	9.82115158575	2.71816406678	9.82115158985	-2.46391044471e-06	-6.87965449452	2.71816403884	-6.87965445467	-2.1721744913e-06	0.0695260626486	0.0	0.0	0.0	-0.0386531377497	0.0	0.0	0.0	-0.0298319189795	530.79671349	0.0693662771295
