6	header
postResults v2.0.2	--cr texture,f,p --time 512grains512_tensionX.spectralOut
addCauchy v2.0.2	512grains512_tensionX.txt
addStrainTensors v2.0.2	--left --logarithmic 512grains512_tensionX.txt
addMises v2.0.2	-s Cauchy 512grains512_tensionX.txt
addMises v2.0.2	-e ln(V) 512grains512_tensionX.txt
inc	time	elem	node	ip	grain	1_pos	2_pos	3_pos	texture	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(Cauchy)	Mises(ln(V))
190	95.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0095	5.63276909924e-20	2.03605544696e-19	6.86096687276e-20	0.995025482095	-6.77626357803e-21	-4.97631856512e-20	-6.09863722023e-20	0.996081508968	272.889497647	4.58533675888	1.42067608954	4.51959083303	4.31221182642e-06	-4.47366820379	1.40179212994	-4.47841609628	4.13771094146e-06	275.332666561	4.56005452472	1.41434234745	4.56005455157	4.28843552494e-06	-4.45372343185	1.41434231961	-4.45372339204	4.11926395404e-06	0.00945515877076	0.0	0.0	0.0	-0.00498693200575	0.0	0.0	0.0	-0.00392618843269	275.564811437	0.00929467728092
200	100.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.01	7.87740640946e-20	-7.17331027206e-20	-9.19030747771e-20	0.994750042438	8.47032947254e-20	-1.14349447879e-20	4.74338450462e-20	0.995869044829	275.290075508	4.64788195892	1.44082799008	4.57770377041	2.76706914454e-06	-4.51006117923	1.42066927535	-4.5151345517	6.87264018179e-06	277.890919256	4.62095227235	1.4340912848	4.62095230456	2.75103683015e-06	-4.48897403131	1.43409125868	-4.48897399956	6.84050660879e-06	0.00995033085317	0.0	0.0	0.0	-0.00526378701312	0.0	0.0	0.0	-0.00413951113732	278.125947111	0.00978952984924
210	105.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0105	1.2694906297e-19	-2.37116285672e-19	5.3363075677e-20	0.99447453726	8.47032947254e-20	-5.59041745188e-20	-6.77626357803e-20	0.995656979494	277.671891778	4.71267565443	1.46079226201	4.63793762013	2.63750113355e-06	-4.54717322723	1.43933496084	-4.55257983755	8.06419172172e-06	280.432606662	4.68404965744	1.45364538554	4.68404968187	2.62148027724e-06	-4.52492633684	1.45364535223	-4.52492630349	8.02473793795e-06	0.0104452578615	0.0	0.0	0.0	-0.00554078457546	0.0	0.0	0.0	-0.00435247881458	280.670677105	0.0102841694324
220	110.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.011	1.24513843246e-19	4.64809329806e-20	3.51518673111e-20	0.994199043965	-3.21872519957e-20	9.16913165403e-20	-1.66018457662e-19	0.995445237727	280.03634896	4.77891632263	1.4805654895	4.6994995658	3.28756588991e-06	-4.58410347105	1.45778617953	-4.58984945559	9.03630435332e-06	282.959117535	4.74854871095	1.47300128404	4.74854873281	3.26667506078e-06	-4.56068329763	1.4730012459	-4.56068326883	8.99013789649e-06	0.0109399400383	0.0	0.0	0.0	-0.00581784693438	0.0	0.0	0.0	-0.00456516680816	283.200306439	0.0107785895804
230	115.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0115	8.47032947254e-21	-8.33798057453e-20	-8.47032947254e-22	0.993923616779	-3.38813178902e-21	-1.73641754187e-20	1.28749007983e-19	0.995233766954	282.384577019	4.84621669035	1.49960057925	4.76200616726	4.27844643208e-06	-4.61970999908	1.47548501989	-4.62579948856	8.82736475159e-06	285.471568013	4.81406377372	1.49161486352	4.81406379133	4.2500604683e-06	-4.59510898777	1.49161482774	-4.59510896133	8.78035701731e-06	0.0114343776257	0.0	0.0	0.0	-0.00609491956496	0.0	0.0	0.0	-0.0047776277557	285.71586914	0.0112727856776
240	120.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.012	-6.39509875177e-20	1.67606644438e-19	-3.13402190484e-20	0.993648296245	-1.3891340335e-19	2.7316812549e-20	5.08219768353e-20	0.995022527751	284.717421173	4.91455333382	1.51702574756	4.82543236905	4.2123946476e-06	-4.65320914488	1.49157584311	-4.65964458949	8.05920920185e-06	287.970788601	4.88057090408	1.50861960477	4.8805709146	4.18326740135e-06	-4.62742478323	1.50861956402	-4.6274247652	8.01455151332e-06	0.0119285708653	0.0	0.0	0.0	-0.0063719616523	0.0	0.0	0.0	-0.00498990112407	288.218143897	0.0117667542602
250	125.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0125	-2.60462631281e-20	-1.36412009177e-19	5.92923063078e-20	0.993373113898	-1.50771864611e-19	2.28698895759e-20	5.75982404133e-20	0.994811488942	287.035308279	4.98461954501	1.53197000802	4.89045632829	4.0846223609e-06	-4.68373132295	1.50520626003	-4.6905132193	8.22021836706e-06	290.457188332	4.94875771624	1.52315054321	4.94875770962	4.05523555889e-06	-4.65676734626	1.52315051681	-4.65676733752	8.1728950342e-06	0.0124225199986	0.0	0.0	0.0	-0.00664894140436	0.0	0.0	0.0	-0.00520201812279	290.7075192	0.012260492749
260	130.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.013	2.64697796017e-20	2.22180712532e-19	-8.47032947254e-21	0.993098087909	3.55753837847e-20	-8.08916464628e-20	-3.72694496792e-20	0.994600632127	289.338339045	5.05761825965	1.54385333179	4.958253704	4.6004141718e-06	-4.7105709733	1.51581191941	-4.71769800078	7.80230047652e-06	292.930847055	5.01981682848	1.53463270137	5.01981680761	4.56602995561e-06	-4.68243719069	1.53463267604	-4.68243718688	7.75570140675e-06	0.0129162252665	0.0	0.0	0.0	-0.00692584045077	0.0	0.0	0.0	-0.00541399714268	293.184096049	0.0127539997708
270	135.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0135	9.33853824348e-20	1.45345559793e-19	-8.47032947254e-22	0.992823232629	4.37069000783e-19	6.73391193067e-20	-3.72694496792e-20	0.994389943333	291.626948863	5.13357164528	1.55281748276	5.02883983384	3.45993429923e-06	-4.73464436404	1.52353829284	-4.74211579443	7.56485933048e-06	295.392183636	5.09376788572	1.5432089296	5.09376786153	3.43310728629e-06	-4.70534724279	1.54320890072	-4.70534723446	7.51804935194e-06	0.0134096869099	0.0	0.0	0.0	-0.0072026442485	0.0	0.0	0.0	-0.00562585213826	295.648344644	0.0132472740676
280	140.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.014	5.50571415715e-21	7.86417151966e-20	-1.02490986618e-19	0.992548561054	1.08420217249e-19	4.02340649946e-20	8.80914265144e-20	0.994179410319	293.901787606	5.2117410088	1.55910284566	5.1014852241	2.84462548256e-06	-4.7566890808	1.5286271412	-4.7645047443	7.48390997413e-06	297.84183504	5.16987575784	1.54911994355	5.16987573621	2.82177496878e-06	-4.72623210254	1.54911991701	-4.72623208522	7.43599065893e-06	0.013902905169	0.0	0.0	0.0	-0.00747933960362	0.0	0.0	0.0	-0.00583759533384	298.100905094	0.0137403143735
290	145.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0145	3.49401090742e-20	-1.7078301799e-19	-3.38813178902e-21	0.992274081693	7.45388993584e-20	8.0679888226e-20	-4.40457132572e-20	0.993969025156	296.163413655	5.29162966516	1.56305634121	5.17569931056	2.3128259764e-06	-4.77678661432	1.53142391642	-4.78494601615	6.96542381776e-06	300.280346793	5.24764612027	1.55271208653	5.24764610419	2.29360197707e-06	-4.74517399998	1.55271206201	-4.74517397971	6.91932687548e-06	0.0143958802837	0.0	0.0	0.0	-0.00775591782964	0.0	0.0	0.0	-0.00604923462599	300.54230991	0.0142331198335
300	150.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.015	-4.19281308891e-20	-1.02702744855e-19	-3.38813178902e-21	0.991999800808	5.08219768353e-21	4.15046144155e-20	-7.79270311474e-20	0.993758781957	298.412271097	5.37286370345	1.56511441092	5.25111301417	1.98953544284e-06	-4.79484338356	1.53236075509	-4.80334541918	6.10778299846e-06	302.70814964	5.32670691611	1.55442031344	5.32670690191	1.97244389364e-06	-4.76208122751	1.55442028925	-4.76208120604	6.06604980225e-06	0.0148886124938	0.0	0.0	0.0	-0.00803237249567	0.0	0.0	0.0	-0.00626077586321	302.972975304	0.0147256898378
310	155.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0155	-6.98802181485e-20	5.39983503875e-20	1.57548128189e-19	0.991725724189	-1.01643953671e-20	4.9974943888e-20	-2.57498015965e-19	0.993548675121	300.648700152	5.45515218041	1.56569635369	5.327439426	1.49396219712e-06	-4.81075455554	1.53185181055	-4.81959747233	5.13726366513e-06	305.125569838	5.40676873937	1.55466218097	5.4067687298	1.48071178183e-06	-4.77685098506	1.55466215675	-4.77685096363	5.10105903679e-06	0.0153811020383	0.0	0.0	0.0	-0.00830869763974	0.0	0.0	0.0	-0.00647222461115	305.393216435	0.0152180238724
320	160.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.016	6.54332951754e-20	9.67735142238e-20	-1.13502414932e-19	0.99145185716	-7.79270311474e-20	-1.68559556504e-19	-8.13151629364e-20	0.99333869937	302.872962532	5.53827790748	1.56527127535	5.40446447042	1.63057776864e-06	-4.82450024917	1.53035877137	-4.83368178304	5.01670778574e-06	307.532854641	5.48761558974	1.55390433018	5.48761557486	1.61566178747e-06	-4.78946489736	1.55390430909	-4.78946487547	4.98027662954e-06	0.0158733491563	0.0	0.0	0.0	-0.00858488776343	0.0	0.0	0.0	-0.00668358611505	307.803276797	0.0157101215075
330	165.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0165	3.62106584951e-20	3.31295761495e-19	9.14795583035e-20	0.991178203637	-8.47032947254e-20	-2.17687467444e-19	-1.08420217249e-19	0.993128850726	305.085261185	5.62204283714	1.56444743056	5.48199341357	1.61317241609e-06	-4.83620037995	1.52847797002	-4.84571804126	5.00692847658e-06	309.93019215	5.56905066495	1.55275110924	5.56905064976	1.59796699825e-06	-4.80004336213	1.55275108704	-4.80004334039	4.9694950396e-06	0.0163653540863	0.0	0.0	0.0	-0.00886093878288	0.0	0.0	0.0	-0.00689486431567	310.203351534	0.0162019824633
340	170.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.017	5.14572515457e-20	2.75179828739e-19	-4.23516473627e-21	0.990904765471	-9.82558218815e-20	1.41878018665e-19	3.52365706058e-19	0.992919127184	307.285747541	5.7062122572	1.56399310483	5.55979635869	1.54217261539e-06	-4.84614480643	1.52696031624	-4.8559962666	4.98708658671e-06	312.317718534	5.65084106506	1.5519651476	5.65084104341	1.52720788356e-06	-4.80887531829	1.55196512066	-4.80887528858	4.94873317966e-06	0.0168571170664	0.0	0.0	0.0	-0.00913684869381	0.0	0.0	0.0	-0.00710606117003	312.59359068	0.0166936066611
350	175.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0175	1.01643953671e-20	5.97158227814e-20	2.54109884176e-19	0.990631542842	-2.4055735702e-19	1.01643953671e-19	1.08420217249e-19	0.992709528348	309.474535936	5.79048245411	1.5647161932	5.63757695643	9.14550570996e-07	-4.85479642734	1.52659327476	-4.86498000249	5.50651058612e-06	314.695532556	5.73268583033	1.55234771555	5.73268581619	9.05422154549e-07	-4.81642113515	1.55234769848	-4.81642110932	5.46298374501e-06	0.0173486383346	0.0	0.0	0.0	-0.00941261717666	0.0	0.0	0.0	-0.00731717701608	314.97411061	0.0171849941837
360	180.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.018	-4.00223067578e-20	-1.74488787134e-19	-1.7279472124e-19	0.990358534883	2.10064170919e-19	3.38813178902e-20	2.57498015965e-19	0.992500054852	311.651730404	5.87453660499	1.56720519619	5.71502696494	9.64827792937e-07	-4.86272182942	1.52794816213	-4.87323679628	5.69946302226e-06	317.063722732	5.8142713577	1.55448178067	5.81427134279	9.54929891289e-07	-4.82324363568	1.55448176655	-4.82324360697	5.65319171304e-06	0.0178399181283	0.0	0.0	0.0	-0.00968824496884	0.0	0.0	0.0	-0.00752821115429	317.345016834	0.0176761452112
370	185.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0185	-8.13151629364e-20	-2.60462631281e-20	-1.02490986618e-19	0.990085739569	2.94767465644e-19	-1.18584612616e-20	-1.15196480827e-19	0.992290708511	313.817448778	5.95821675512	1.57161654	5.79199354874	6.59617386267e-07	-4.87046624502	1.53117375958	-4.8813129821	5.72642003541e-06	319.422391817	5.8954415825	1.55852133604	5.89544156939	6.52667723809e-07	-4.82988398643	1.5585213202	-4.82988395934	5.67870570027e-06	0.0183309566847	0.0	0.0	0.0	-0.0099637339783	0.0	0.0	0.0	-0.00773916169441	319.706429979	0.0181670600194
380	190.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.019	4.36221967836e-20	-5.96946469577e-19	-1.69406589451e-19	0.98981315402	1.08420217249e-19	1.69406589451e-20	8.80914265144e-20	0.992081492019	315.971818297	6.04157516849	1.57770676149	5.86852851949	-1.12142163722e-06	-4.87853075307	1.53602911634	-4.88971077823	5.99605756216e-06	321.771652369	5.9762485543	1.56422377209	5.97624854289	-1.10929587919e-06	-4.83683911554	1.56422376374	-4.83683909483	5.9448156061e-06	0.0188217542406	0.0	0.0	0.0	-0.010239086979	0.0	0.0	0.0	-0.00795002585862	322.058483475	0.0186577389537
390	195.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0195	9.91028548288e-20	1.47171974585e-19	-1.05879118407e-19	0.989540775037	8.47032947254e-20	-1.27054942088e-19	-4.74338450462e-20	0.991872408401	318.114966118	6.12470544597	1.58507679609	5.94472365354	-2.76350540673e-07	-4.8873563011	1.54212253795	-4.89887224934	5.56508317831e-06	324.11161711	6.05678513975	1.57119245098	6.05678513066	-2.73285933974e-07	-4.84454592009	1.57119243919	-4.84454589744	5.51633630648e-06	0.0193123110324	0.0	0.0	0.0	-0.0105143070705	0.0	0.0	0.0	-0.00816080053311	324.401306097	0.0191481823888
400	200.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.02	-9.48676900925e-20	-1.95452852579e-19	2.55803950071e-19	0.989268598378	1.52465930506e-19	7.66564817265e-20	-3.38813178902e-19	0.991663461724	320.247025003	6.20758781157	1.59339326529	6.02056047601	1.57027897574e-07	-4.89718690999	1.54912731807	-4.90904221044	5.20165644521e-06	326.442404724	6.13703200572	1.57909617535	6.13703199759	1.55243109314e-07	-4.85324576674	1.57909615844	-4.85324574978	5.15498337857e-06	0.0198026272962	0.0	0.0	0.0	-0.0107893984101	0.0	0.0	0.0	-0.0083714815507	326.735021036	0.0196383907921
410	205.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0205	1.35101755087e-19	2.30816478127e-20	6.09863722023e-20	0.988996618948	-1.08420217249e-19	1.60089227031e-19	-2.37169225231e-19	0.991454656927	322.368134486	6.29016135738	1.60244822275	6.09598069997	-5.11448449869e-07	-4.90802782349	1.55683953122	-4.92022615413	5.18747299051e-06	328.764141057	6.21692918064	1.58772831473	6.21692916988	-5.05493994784e-07	-4.86294323538	1.58772830342	-4.86294322435	5.13982145072e-06	0.0202927032678	0.0	0.0	0.0	-0.0110643660225	0.0	0.0	0.0	-0.00858206386126	329.059746612	0.0201283647029
420	210.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.021	-1.13502414932e-19	-6.26804380968e-20	4.40457132572e-20	0.988724832331	1.49077798717e-19	-2.28698895759e-20	6.77626357803e-20	0.991245998265	324.478430606	6.37244893802	1.61215351134	6.17100734249	-2.91114025774e-07	-4.91969480204	1.56517209028	-4.9322396035	4.99283819275e-06	331.076948662	6.29649952666	1.59700107917	6.29649951557	-2.87644411642e-07	-4.87345519689	1.59700106665	-4.87345518668	4.94591112189e-06	0.0207825391825	0.0	0.0	0.0	-0.011339214251	0.0	0.0	0.0	-0.0087925431005	331.375595127	0.0206181046097
430	215.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0215	-1.42301535139e-19	-4.02340649946e-19	1.35525271561e-20	0.988453235143	3.55753837847e-19	1.40607469244e-19	6.77626357803e-20	0.991037488928	326.578039115	6.4545590287	1.62252077035	6.24574619605	-2.54647296027e-08	-4.93186311949	1.57413499267	-4.94475717742	4.22062977293e-06	333.380939871	6.37585046218	1.60692559012	6.37585044811	-2.51542060884e-08	-4.88445953883	1.60692557516	-4.88445952618	4.18006235266e-06	0.0212721352755	0.0	0.0	0.0	-0.0116139464	0.0	0.0	0.0	-0.00900291597513	333.682670445	0.0211076109289
440	220.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.022	-1.91429446079e-19	2.26581313391e-19	3.67612299108e-19	0.988181824307	1.42301535139e-19	2.92226366803e-20	-1.49077798717e-19	0.990829131777	328.667066874	6.53662613223	1.63359850447	6.32032790686	-2.0568144582e-07	-4.94415713042	1.58377394957	-4.9574023584	4.77220198519e-06	335.676207973	6.45511498959	1.61754946268	6.45511497425	-2.03116616604e-07	-4.89558400538	1.61754945129	-4.89558399483	4.7253182075e-06	0.0217614917815	0.0	0.0	0.0	-0.0118885654668	0.0	0.0	0.0	-0.00921317952121	335.981056365	0.0215968840607
450	225.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0225	-1.72371204766e-19	2.51992301808e-19	-3.04931861012e-20	0.987910596587	1.01643953671e-19	-7.11507675694e-20	4.74338450462e-20	0.990620929785	330.745599335	6.61879061174	1.64537957893	6.394888387	4.25551854866e-07	-4.95625233394	1.59408061861	-4.96984979374	3.83322638883e-06	337.962824609	6.53443174673	1.62886519072	6.53443174051	4.2012804354e-07	-4.90650729265	1.62886517493	-4.90650727205	3.79475296332e-06	0.0222506089348	0.0	0.0	0.0	-0.0121630746131	0.0	0.0	0.0	-0.00942333065932	338.270818774	0.0220859244351
460	230.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.023	2.35475159337e-19	3.78623727423e-19	-3.38813178902e-20	0.987639549149	7.31836466428e-19	-3.08319992801e-19	1.35525271561e-19	0.990412885525	332.813716977	6.70120083693	1.65771280515	6.46957083569	5.8499391431e-07	-4.96797449974	1.60490723728	-4.98192477344	4.29253775822e-06	340.2408565	6.6139471207	1.64072269704	6.61394711227	5.77376937254e-07	-4.91705710103	1.64072267807	-4.91705707867	4.24854299606e-06	0.0227394869695	0.0	0.0	0.0	-0.012437476597	0.0	0.0	0.0	-0.00963336671136	340.552022374	0.0225747324505
470	235.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0235	1.43995601033e-19	-7.70799982001e-20	-2.37169225231e-20	0.987368680554	-2.4055735702e-19	1.59242194084e-19	1.42301535139e-19	0.990205000191	334.871516393	6.7839751539	1.67029198413	6.54448909392	-4.1579368798e-07	-4.97934688993	1.61595648175	-4.99365057085	4.33592844479e-06	342.510387003	6.69377771944	1.65281864238	6.69377771045	-4.10265436022e-07	-4.92725669807	1.652818627	-4.92725668528	4.29056921404e-06	0.0232281261192	0.0	0.0	0.0	-0.0127117727672	0.0	0.0	0.0	-0.00984328638972	342.82475532	0.0230633083846
480	240.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.024	-1.43995601033e-19	1.60936259978e-20	-1.76182853029e-19	0.987097990719	-3.38813178902e-20	-2.03287907341e-20	-5.42101086243e-20	0.989997273648	336.91910469	6.86714427055	1.6827718937	6.6196721753	-2.9127420148e-07	-4.990518055	1.62689410954	-5.00517607893	3.99893115058e-06	344.77151041	6.7739535807	1.66481133879	6.77395357677	-2.87321460327e-07	-4.93725327567	1.66481132003	-4.93725325785	3.95624977303e-06	0.0237165266173	0.0	0.0	0.0	-0.0129859630998	0.0	0.0	0.0	-0.0100530897482	345.089114094	0.0235516523931
490	245.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0245	2.32934060495e-20	-6.86096687276e-19	3.38813178902e-20	0.986827480604	-3.82858892159e-19	2.41404389967e-19	-6.09863722023e-20	0.989789704708	338.956590676	6.95065155787	1.69488507777	6.6950648713	-8.43890002322e-09	-5.001660237	1.63746196093	-5.01667402385	3.41683956598e-06	347.024322967	6.85441858842	1.6764363088	6.85441858366	-8.32206199498e-09	-4.94721732792	1.67643628715	-4.94721730687	3.37964737838e-06	0.0242046886968	0.0	0.0	0.0	-0.0132600465144	0.0	0.0	0.0	-0.0102627779046	347.345195615	0.0240397645463
500	250.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.025	-1.60936259978e-20	-2.76556257279e-19	9.14795583035e-20	0.986557152078	-2.91379333855e-19	8.13151629364e-20	-3.52365706058e-19	0.989582291259	340.984073117	7.03438405075	1.70648447608	6.77055794327	-2.64934185312e-07	-5.01291973783	1.64751882925	-5.02829113333	3.67998433803e-06	349.268910853	6.93506115527	1.68754835945	6.93506115139	-2.61193412812e-07	-4.957293546	1.68754834161	-4.95729352628	3.63914915107e-06	0.0246926125904	0.0	0.0	0.0	-0.013534021008	0.0	0.0	0.0	-0.0104723529114	349.593083261	0.0245276448412
510	255.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0255	1.41454502191e-19	2.10064170919e-19	-1.11808349038e-19	0.986287007831	-4.4723339615e-19	-2.13452302708e-19	2.16840434497e-19	0.989375030342	343.00163919	7.11818905699	1.71753434758	6.8460042718	-2.79779919898e-07	-5.02441067948	1.657031283	-5.04014187268	3.7157879611e-06	351.505348572	7.01573066951	1.69811248065	7.01573066405	-2.75752800188e-07	-4.96759467709	1.69811246413	-4.96759465529	3.67376985566e-06	0.0251802985303	0.0	0.0	0.0	-0.013807883743	0.0	0.0	0.0	-0.010681817679	351.832846759	0.0250152932113
520	260.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.026	-2.40133840547e-19	-2.53686367703e-19	-1.0503208546e-19	0.986017051118	-6.43745039913e-19	-1.40183952771e-19	1.49077798717e-19	0.989167918402	345.009363505	7.20187289278	1.72809074698	6.92121780286	-1.04974081916e-06	-5.03622210642	1.66605449144	-5.05231558658	2.86038049299e-06	353.733697923	7.09623630187	1.70818442922	7.09623629534	-1.03434329089e-06	-4.97820858037	1.70818441045	-4.97820855877	2.82743104105e-06	0.0256677467486	0.0	0.0	0.0	-0.0140816313059	0.0	0.0	0.0	-0.0108911757229	354.064541411	0.0255027095503
530	265.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0265	1.92276479027e-19	-2.84603070277e-19	-3.38813178902e-20	0.985747285472	-5.08219768353e-20	7.4962415832e-20	6.77626357803e-21	0.988960951609	347.007315297	7.28519938122	1.73827124408	6.99597224112	-4.16726238461e-07	-5.04842171566	1.67470274464	-5.06488021444	2.66194224996e-06	355.954015338	7.17634558017	1.71788070693	7.17634557152	-4.1049960928e-07	-4.98920194149	1.71788069062	-4.98920192008	2.63071672488e-06	0.0261549574769	0.0	0.0	0.0	-0.0143552599974	0.0	0.0	0.0	-0.0111004308396	356.288211708	0.025989893725
540	270.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.027	2.70203510174e-19	1.07573184301e-19	2.94767465644e-19	0.985477714235	5.42101086243e-20	-1.3891340335e-19	6.77626357803e-21	0.988754126306	348.995560411	7.36791198705	1.74820383393	7.07002244921	3.05998037964e-07	-5.06105975573	1.6831000392	-5.07788620856	3.10755788149e-06	358.16635391	7.25580624184	1.72732801682	7.2558062335	3.01342154706e-07	-5.0006241499	1.72732800267	-5.00062412691	3.07044961716e-06	0.0266419309464	0.0	0.0	0.0	-0.0146287663082	0.0	0.0	0.0	-0.0113095866539	358.503899211	0.0264768456229
550	275.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0275	-1.5881867761e-19	6.57297567069e-19	-8.80914265144e-20	0.985208340107	-5.55653613399e-19	1.26207909141e-19	-4.20128341838e-19	0.988547439483	350.974167741	7.44977888806	1.75796537934	7.14314771706	3.14628914588e-08	-5.07417238545	1.69132084623	-5.0913699092	3.17242519512e-06	360.370769992	7.33439063096	1.73660244375	7.33439061778	3.09755685131e-08	-5.01251063767	1.73660243881	-5.01251061567	3.13387363097e-06	0.0271286673883	0.0	0.0	0.0	-0.0149021473767	0.0	0.0	0.0	-0.0115186461391	360.711649014	0.0269635651835
560	280.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.028	2.7443867491e-19	2.01593841447e-19	-5.08219768353e-21	0.984939164884	-3.42201310691e-19	1.4950131519e-19	-5.75982404133e-19	0.988340889057	352.943212538	7.53062623349	1.76754813539	7.2151835634	3.02436337196e-07	-5.087775498	1.69935805937	-5.10534733227	3.02077188002e-06	362.567326594	7.41192839575	1.74569644732	7.41192838547	2.97669331352e-07	-5.02487679616	1.74569643678	-5.02487677505	2.98342694806e-06	0.027615167033	0.0	0.0	0.0	-0.0151754012565	0.0	0.0	0.0	-0.0117276113333	362.911512217	0.0274500524164
570	285.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0285	2.16840434497e-19	2.20228566286e-20	-1.99899775552e-19	0.984670189596	5.72594272344e-19	8.21621958837e-20	1.08420217249e-19	0.988134473711	354.902770766	7.61034245104	1.77687474737	7.28602560678	2.27767276928e-07	-5.10185508154	1.70713775405	-5.11980449298	3.02744637573e-06	364.756087608	7.48831064772	1.75453376019	7.48831064014	2.24115029772e-07	-5.03770847855	1.75453374689	-5.03770845342	2.98938171148e-06	0.0281014301109	0.0	0.0	0.0	-0.0154485267766	0.0	0.0	0.0	-0.011936483501	365.103543327	0.0279363073964
580	290.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.029	1.43148568086e-19	-3.67612299108e-19	-1.52465930506e-20	0.984401414983	4.94667241197e-19	2.66815378385e-20	2.91379333855e-19	0.987928192417	356.852914658	7.68886096536	1.78583868577	7.35561283375	5.48203083428e-07	-5.11636545466	1.71455818214	-5.13469563298	3.02357130699e-06	366.937113239	7.56347288	1.76300937857	7.56347287202	5.39263120103e-07	-5.05096028696	1.76300936322	-5.05096025823	2.98491941823e-06	0.0285874568519	0.0	0.0	0.0	-0.0157215230597	0.0	0.0	0.0	-0.0121452636154	367.287793631	0.0284223302238
590	295.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0295	3.08319992801e-19	-6.15792952654e-19	2.37169225231e-20	0.984132841908	-3.7947076037e-19	2.22346148654e-19	-2.30392961653e-19	0.987722044019	358.793713926	7.76613754557	1.79433904288	7.42390578437	5.99339075535e-07	-5.13122839128	1.72152326976	-5.14994231399	2.54684486489e-06	369.11046124	7.637372632	1.77102393648	7.63737262364	5.89401852071e-07	-5.06455473985	1.77102391562	-5.06455471004	2.51375192226e-06	0.0290732474857	0.0	0.0	0.0	-0.0159943891028	0.0	0.0	0.0	-0.0123539527801	369.464312964	0.0289081209895
600	300.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.03	-3.47283508374e-20	-6.54756468228e-19	-9.48676900925e-20	0.983864471661	3.65918233214e-19	-1.74065270661e-19	-2.98155597434e-19	0.987516026924	360.725230368	7.84214293629	1.80230441428	7.49087942918	8.03201895327e-07	-5.14635783954	1.72796550482	-5.16545821001	2.41355163089e-06	371.276181362	7.70998221651	1.77850726533	7.70998221187	7.89665832354e-07	-5.07840669706	1.77850724082	-5.07840666293	2.38168373599e-06	0.0295588022415	0.0	0.0	0.0	-0.0162671234676	0.0	0.0	0.0	-0.0125625525421	371.633143105	0.0293936797501
